"alt","comments","facebookUrl","images/0/thumb","images/1/thumb","images/2/thumb","isVideo","likes","link","pageId","postId","shares","text","thumb","time","timestamp","topLevelUrl","translatedText","url"
,"95","https://pt-br.facebook.com/Localiza/",,,,"true","2900",,"543362459038077","6344079438966321","312","E hoje nosso destino é a LUA, que nos inspira a viver experiências inesquecíveis, independentemente do caminho escolhido. Ela é perfeita, sem defeitos.  Por isso, chamamos o Daniel Antoniol pra levar a lua pra passear com a gente. E você, onde viu a lua mais incrível de sua vida? Você a levaria consigo? 🌕   #SintaAViagem #Lua","https://scontent-atl3-2.xx.fbcdn.net/v/t15.5256-10/240623057_1294898477625809_2437872459955589385_n.jpg?stp=dst-jpg_p403x403&_nc_cat=100&ccb=1-7&_nc_sid=08861d&_nc_ohc=7XEIazl5FI0AX-xPZF0&_nc_ht=scontent-atl3-2.xx&oh=00_AfAoCCDjah-giclTcCzSHadB6T4FN4n1vKGd9OE6oHOgbQ&oe=63BB8C5D","Thursday, September 9, 2021 at 10:25 AM","1631208334000","https://www.facebook.com/543362459038077/posts/6344079438966321",,"https://www.facebook.com/Localiza/posts/pfbid02FY51hvh9d8BYJoeCBsDqxnHZWWbjnxdssvJMYrJMMGuHZGtWLi9BCZ7tgfTsCzTol"
,"18","https://pt-br.facebook.com/Localiza/",,,,"true","611",,"543362459038077","6313305922043673","16","Viajar nos aproxima! É uma chance única de poder ver, de fora, o próprio mundo. Desde a partida de Tamara Klink, muita gente tem se inspirado nessa jornada para encontrar o próprio caminho, seu próprio mundo. ​E, se depender da gente, que o melhor seja o próximo! 🌍 ⛵​ ​ Esse foi o segundo recado de Tamara, lá do Atlântico. Bora também levar esses recados da terra pro mar? Então, manda aqui nos comentários a sua mensagem. Quem sabe não aparece lá no site? >> https://bit.ly/3sGOLj4 E ainda pode chegar ao Atlântico e ser respondida pela #TamaraKlink. ​​ #SeuMelhorCaminhoÉOpróximo #TamaraKlink #LongeJuntas #RecadosdeBordo","https://scontent-atl3-2.xx.fbcdn.net/v/t15.5256-10/241052565_213408197435716_2215997351539499700_n.jpg?stp=dst-jpg_p526x296&_nc_cat=104&ccb=1-7&_nc_sid=08861d&_nc_ohc=6rn_crN9SDgAX_sPZxb&_nc_ht=scontent-atl3-2.xx&oh=00_AfBF1wF__Fmh76SQqAhpb_FU5kjGm_GKzwrO5bt_3ABvfA&oe=63BB9161","Monday, September 6, 2021 at 7:00 AM","1630936808000","https://www.facebook.com/543362459038077/posts/6313305922043673",,"https://www.facebook.com/Localiza/posts/pfbid0jpxCNzqyyCBXkJag7XrGchHRsFbwhwvWE3cwshpn71bhgb6Uo2NJEf8ak4jyoz2sl"
,"47","https://pt-br.facebook.com/Localiza/",,,,"true","287",,"543362459038077","6312734562100809","15","Vruum! Bandeira verde pra fazer planos para sua próxima viagem 🏁!  A Localiza está com uma parceria incrível para você! O Exceed Experience Park é um mundo que une tecnologia e emoção em atrações ultrarrealistas. Vai encarar dirigir uma Ferrari em uma pista da Fórmula-1 a 300 km/h, além de outras aventuras incríveis🏎️? E o melhor de tudo: cliente Localiza tem 15% de desconto no ingresso individual.  Venha saber mais, clicando em nosso link: https://bit.ly/FB-Exceed 💚 ... #ParceriaLocaliza ","https://scontent-atl3-2.xx.fbcdn.net/v/t15.5256-10/238751802_1185431871977159_8386524322928532668_n.jpg?stp=dst-jpg_p526x296&_nc_cat=100&ccb=1-7&_nc_sid=08861d&_nc_ohc=QmRnAjmHDnMAX9O7zN2&_nc_ht=scontent-atl3-2.xx&oh=00_AfD0qrbFx3K2Xks4jag6vMw7QhtyNB_4OmBcSqlWc40wTw&oe=63B9ED9D","Friday, September 3, 2021 at 10:58 AM","1630691904000","https://www.facebook.com/543362459038077/posts/6312734562100809",,"https://www.facebook.com/Localiza/posts/pfbid0P4oV1cn3bzbUUrqDPaStqM6ax3fCBzjE6yLFJUFVs3LSDeDBMUfmaz451HrDu2tWl"
,"12","https://pt-br.facebook.com/Localiza/",,,,"true","83",,"543362459038077","6276410319066567","3","Com a chegada de Tamara Klink a Portugal, a primeira etapa desse longo caminho já foi cumprida. ​ ​ A jornada, que começou lá em Lorient, na França, teve sua primeira parada em Lisboa 🇫🇷⛵🇵🇹. Durante os oito dias de travessia, nossa navegadora registrou momentos importantes e emocionantes para o primeiro episódio de Radar Tamara, websérie da Localiza que vai acompanhar todos os passos da navegadora, de porto em porto, até sua chegada ao Brasil. ​ ​ Assista ao episódio completo... e acompanhe com a gente essa travessia clicando em >> https://bit.ly/3DqRuCf ​ ​ E continue por aqui para acompanhar nossos próximos caminhos. 💚 ​ #RadarTamara #SeuMelhorCaminhoÉOpróximo #TamaraKlink #LongeJuntas ","https://scontent-atl3-2.xx.fbcdn.net/v/t15.5256-10/240000903_4161065173943309_8867558636109750024_n.jpg?stp=dst-jpg_p403x403&_nc_cat=106&ccb=1-7&_nc_sid=08861d&_nc_ohc=BMeuD5NwLuEAX926yYM&_nc_ht=scontent-atl3-2.xx&oh=00_AfD8Piop7n-J6qbKUbkT5FFr3YY3KnFHZoa-dXtZWOOd_A&oe=63BA6847","Friday, August 27, 2021 at 2:03 PM","1630098236000","https://www.facebook.com/543362459038077/posts/6276410319066567",,"https://www.facebook.com/Localiza/posts/pfbid0GceZXH4B1c4ewbYqR7LPbVhUEr8qSMvuxYsbD44B1BQwaQUrevg9M9hyw4SNRBWtl"
,"24","https://pt-br.facebook.com/Localiza/",,,,"true","41",,"543362459038077","6260590567315209","8","Para ter coragem de buscar novos caminhos, às vezes é preciso viver solitária a própria jornada, como Tamara Klink.​ ​ Mesmo a centenas de quilômetros de distância, as palavras de Tamara são inspiradoras pra muita gente aqui em terra. Mas podemos também inspirar nossa navegadora, levando recados da terra para o mar. ​ ​ Conta pra gente: essa jornada te inspira? Então manda aqui nos comentários sua mensagem. Quem sabe seu recado aparece lá no site >> https://bit.ly/3sGOLj4 E a...inda pode chegar ao Atlântico e ser respondida pela #TamaraKlink. ​ ​ #SeuMelhorCaminhoÉOpróximo #TamaraKlink #LongeJuntas #RecadosdeBordo ","https://scontent-atl3-2.xx.fbcdn.net/v/t15.5256-10/234993940_996966504402264_2916621546582103338_n.jpg?stp=dst-jpg_p526x296&_nc_cat=103&ccb=1-7&_nc_sid=08861d&_nc_ohc=gHajY0wQEBUAX_xX8fl&_nc_ht=scontent-atl3-2.xx&oh=00_AfAlL4CU7G8cd75M5ukSZQlOIvt3kpYQyLe3vmAQC1z6Hw&oe=63BBA32C","Tuesday, August 24, 2021 at 1:03 PM","1629835403000","https://www.facebook.com/543362459038077/posts/6260590567315209",,"https://www.facebook.com/Localiza/posts/pfbid0315LQJDRrK4Nc1SjMThqxQTEmcXfRfNZTJCidweBjUq9tKj7YRXkw24LByzH2RMB9l"
,"292","https://pt-br.facebook.com/Localiza/",,,,"true","3500",,"543362459038077","6255167444524188","654","As terras piauienses guardam uma beleza sem igual, com praias lindíssimas, sítios arqueológicos e uma riquíssima cultura local. Nada melhor do que mergulhar nas águas da praia da Barra Grande para curtir esse paraíso. Anote aí essas #DicasLocaliza para quando for a hora de viajar e marque aquela pessoa que amaria ir ao Piauí com você! 💚🌊 Conheça melhor esse destino incrível no link: https://bit.ly/FB-DicasPiaui ​ ​ *Imagens de arquivo.","https://scontent-atl3-2.xx.fbcdn.net/v/t15.5256-10/230666305_1043701919742586_3017912134895299549_n.jpg?stp=dst-jpg_p526x296&_nc_cat=100&ccb=1-7&_nc_sid=08861d&_nc_ohc=ZGkVEh-bdHkAX_rH6OJ&_nc_ht=scontent-atl3-2.xx&oh=00_AfDQi6NjOCfLm4JipFbhjmJqs0siNgXa5GiPMBosUpJwXw&oe=63BA85A4","Monday, August 23, 2021 at 12:22 PM","1629746562000","https://www.facebook.com/543362459038077/posts/6255167444524188",,"https://www.facebook.com/Localiza/posts/pfbid0cUVDxpFAXSZuNC7s5bz8tRNbf28G7bzs3M1d2gNim72seF3QQnEqjfoCaeUZr4JPl"
,"8","https://pt-br.facebook.com/Localiza/",,,,"true","35",,"543362459038077","6239182279456038","6","Sabe quando você abre a galeria de fotos do celular, vê as imagens e pensa: ""Nossa, esse dia foi incrííível""? É possível sentir de novo cada sensação, as mesmas gargalhadas e os calafrios registrados. Pra fechar a semana do #DiaMundialdaFotografia, queremos reviver emoções com você.  Esses são alguns dos cliques feitos pelo Fayson Merege em seu trajeto por serras e cânions no Nordeste. Quer saber mais sobre alguns destinos dessa expedição? Acesse o link >> https://bit.ly/SintaaViagem-FB e viaje com a gente.  #SintaAViagem #worldphotographyday","https://scontent-atl3-2.xx.fbcdn.net/v/t15.5256-10/235323531_530592571353435_2374036891706150660_n.jpg?stp=dst-jpg_p526x296&_nc_cat=103&ccb=1-7&_nc_sid=08861d&_nc_ohc=OhiSVs0ELtYAX8RRaNv&_nc_ht=scontent-atl3-2.xx&oh=00_AfBm2WQWDn-e4RPQhS4la0kUoRwccP4K0OtMQ-FsHJwR0A&oe=63B9EA38","Friday, August 20, 2021 at 8:43 AM","1629474225000","https://www.facebook.com/543362459038077/posts/6239182279456038",,"https://www.facebook.com/Localiza/posts/pfbid02PmD5BP8VfgqhQ9Y4FEQ9dpNKXaD3BB77ssEjLforPWTHoDZNxgX1nGWqNFNHPH9il"
,,"https://pt-br.facebook.com/Localiza/",,,,"true","218",,"543362459038077","6235068143200785","9","Nada melhor que registrar aquele momento especial da sua viagem, né? 📷 Aqui vão dicas sobre como tirar a melhor foto, sugeridas pelo nosso amigo e fotógrafo Fayson Merege. Com um celular na mão e um olhar atento às belezas de cada lugar, você continua a sentir a viagem por ainda mais tempo.  #worldphotographyday #SintaAViagem #DiaMundialdaFotografia","https://scontent-atl3-2.xx.fbcdn.net/v/t15.5256-10/229605421_205238004907777_7126363357598103606_n.jpg?stp=dst-jpg_p526x296&_nc_cat=103&ccb=1-7&_nc_sid=08861d&_nc_ohc=5SEyHuO_oYMAX-LInLS&_nc_ht=scontent-atl3-2.xx&oh=00_AfDD7lGHBVIwgAJB8lyyOiL6guREbxSDe4gJU6QVLOdH6Q&oe=63BA5D39","Thursday, August 19, 2021 at 1:54 PM","1629406441000","https://www.facebook.com/543362459038077/posts/6235068143200785",,"https://www.facebook.com/Localiza/posts/pfbid0fSGu7cSerARUoraB8QXbz9vbS2gW2Bg3dsJHuczaN653rvnA7ch6RtRy7TZW36c7l"
,"154","https://pt-br.facebook.com/Localiza/",,,,"true","1200",,"543362459038077","6229325150441751","59","E aí, de qual você gostou mais: noite ou dia?🌌 🌅 Um mesmo lugar, diferentes horários, uma experiência completamente nova. Foi isso que as lentes do fotógrafo Fayson Merege capturaram nessas imagens incríveis do Cânion do São Francisco, banhado pela luz do sol e das estrelas. 📸  Uma ótima dica, por sinal, para ver com outros olhos um mesmo local. São detalhes que fazem com que você #SintaAViagem de uma nova forma, nesta semana em que comemoramos o #DiaMundialdaFotografia 💚","https://scontent-atl3-2.xx.fbcdn.net/v/t15.5256-10/228980552_170327878530411_7895203967591519235_n.jpg?stp=dst-jpg_p526x296&_nc_cat=100&ccb=1-7&_nc_sid=08861d&_nc_ohc=o2_mT-bjrmcAX97UnHH&_nc_ht=scontent-atl3-2.xx&oh=00_AfB6VgKNWC_zSvJLW-iyScTwAmRwxFqUlY3wbh3szX2zbA&oe=63BAC56B","Wednesday, August 18, 2021 at 12:00 PM","1629313206000","https://www.facebook.com/543362459038077/posts/6229325150441751",,"https://www.facebook.com/Localiza/posts/pfbid02TifB1xBtLSob4XfZPwgVNLpRn9ed2HdpxS9Vc1z7DHLNbqZPprWH1Eqim6NgDShSl"
,"97","https://pt-br.facebook.com/Localiza/",,,,"true","2600",,"543362459038077","6224733517567581","169","O #DiaMundialdaFotografia está chegando, e preparamos uma surpresa muito especial: vamos iniciar uma nova experiência e te fazer sentir a viagem de uma forma diferente. Pelo olhar de fotógrafos, você conhecerá detalhes, paisagens, rostos e sons, a partir das imagens captadas por cada um deles. 📷 🌄​ ​ E hoje convidamos Fayson Merege para acompanhá-lo em sua passagem pelos cânions do Brasil e observar cada detalhe, descobrir novos pontos de vista. Nessa viagem, Fayson usou seu ...olhar de fotógrafo para captar as belezas e riquezas de cada lugar no Piauí, em momentos únicos. E aí gostou do nosso jeito de começar a comemoração do Dia Mundial da Fotografia?​ ​ Vem com a gente sentir essa experiência de um ângulo diferente, clicando no link>> http://bit.ly/SintaAViagem . E continue por aqui, já que a melhor experiência é a próxima! 😃​ ​ #SintaAViagem #WorldPhotographyDay 💚 ","https://scontent-atl3-2.xx.fbcdn.net/v/t15.5256-10/230591734_526716198557256_7721959032633625739_n.jpg?stp=dst-jpg_p526x296&_nc_cat=105&ccb=1-7&_nc_sid=08861d&_nc_ohc=yf3HVJq95fkAX-uw3Aw&_nc_ht=scontent-atl3-2.xx&oh=00_AfDiwvaGE1hgorCs2DZ89I5BdyaldIQXycOU6lc6XDVyAA&oe=63BB2771","Tuesday, August 17, 2021 at 2:33 PM","1629235988000","https://www.facebook.com/543362459038077/posts/6224733517567581",,"https://www.facebook.com/Localiza/posts/pfbid0RrKik8PcpiFMk7j29da1EXdXPvMchDgjYxZ2XECz6cYNaUTBpGpZKTrqEQDNc4GNl"
,"8","https://pt-br.facebook.com/Localiza/",,,,"true","412",,"543362459038077","6198480003526266","14","Nossas viagens com Mel Fronckowiak na websérie #MelNaEstrada deixaram lembranças que vão durar por muuuuito tempo. E como hoje é dia de #tbt, que tal relembrarmos todas essas trips incríveis?​  ​ Vivemos e vimos inúmeras paisagens de tirar o fôlego. Mas sabe o que deixou tudo isso ainda melhor? A playlist certa! Então, que tal curtir as músicas que embalaram nossas viagens com a Mel? Confira aqui no http://bit.ly/PlaylistMelNaEstrada 🎵💃🕺​  ​ E quando você estiver se sentindo ...seguro, não deixe de curtir essa playlist também na estrada. Até lá, continue viajando com a gente por aqui e fique por dentro de tudo, que tem mais caminhos vindo aí! 💚🛣🚗​ ​ #MelNaEstradaComLocaliza #RotadasEmoções #RotaDasVinícolas #RotaDoCafé ","https://scontent-hou1-1.xx.fbcdn.net/v/t15.5256-10/233536279_2774733932650985_2350930348184531998_n.jpg?stp=dst-jpg_p526x296&_nc_cat=111&ccb=1-7&_nc_sid=08861d&_nc_ohc=mqaDmXZj6lwAX_nclwB&_nc_ht=scontent-hou1-1.xx&oh=00_AfD4qOpa-kfMxfxaXRy5we5B5tV2EkxXtiCXz1E6sILdHw&oe=63BBB4AF","Thursday, August 12, 2021 at 12:15 PM","1628795736000","https://www.facebook.com/543362459038077/posts/6198480003526266",,"https://www.facebook.com/Localiza/posts/pfbid036m3Jz4yT4XRxq24S5ZgwU8JtJtskVpnCG8PdMGdqDpWmJtyQMpxWKJrPASsVv4LUl"
,"15","https://pt-br.facebook.com/Localiza/",,,,"true","749",,"543362459038077","6192077574166509","27","Que tal curtir de perto uma vista emocionante na Pedra do Telégrafo? O local é perfeito para fotos com a sensação de se estar à beira de um penhasco 📷⛰. Confira essa experiência em 360º com a gente e Prefiro Viajar. ​ ​ Aproveite também para marcar o @ da pessoa aventureira que vai se jogar na trilha com você, em breve. ​ ​ E para saber mais sobre esse destino lindo, é só acessar o link: https://bit.ly/FB-DoSeuLado. 😉​... ​  #DoSeuLadoLocaliza #RioDeJaneiro ","https://scontent-hou1-1.xx.fbcdn.net/v/t15.13418-10/214958219_867070050909571_5305796212438761841_n.jpg?stp=dst-jpg_p370x247&_nc_cat=105&ccb=1-7&_nc_sid=08861d&_nc_ohc=A5VJkAydAkYAX8TihYH&_nc_ht=scontent-hou1-1.xx&oh=00_AfD16nEYCJtZERSJ6n5KvEa_W5JFbhULM1q3Ifo9OAx9IA&oe=63BAE738","Wednesday, August 11, 2021 at 7:43 AM","1628692996000","https://www.facebook.com/543362459038077/posts/6192077574166509",,"https://www.facebook.com/Localiza/posts/pfbid029112ZENKQn6hc3iUiLKxvAc9dg88ywEnLWKQJBgFsqz2JXNQhiUPFPzSusBy8tF3l"
,,"https://pt-br.facebook.com/Localiza/",,,,"true","32",,"543362459038077","6187557464618520","4","Nossa nova jornada acaba de começar.  #LongeJuntas está cheia de desafios, mágicas, e recheada de aventuras e descobertas. Com duração de aproximadamente três meses, juntos da jovem brasileira @tamaraklink e a bordo do seu veleiro, Sardinha, vamos atravessar o Atlântico, partindo de Lorient, na França, até chegar a Recife, no Brasil. 🇫🇷⛵🇧🇷 Ah, e para sentir de perto a travessia, criamos um site para você acompanhar a localização da Sardinha em tempo real, interagir com a Tama...ra e ficar por dentro de tudo o que está rolando. Acesse http://bit.ly/tamaraklinkLP salve o site nos seus favoritos e vamos juntos embarcar nessa aventura.  Continue aqui para acompanhar nossos próximos caminhos. 💚 #OMelhorCaminhoÉOpróximo #TamaraKlink #LongeJuntas ","https://scontent-hou1-1.xx.fbcdn.net/v/t15.5256-10/221795603_522198035549961_5835111061405672211_n.jpg?stp=dst-jpg_p403x403&_nc_cat=105&ccb=1-7&_nc_sid=08861d&_nc_ohc=AS1JeO63ZL4AX8vFhqe&_nc_ht=scontent-hou1-1.xx&oh=00_AfDiH1mrb98eqx_r_BPh67ABU85BIfOPvhOEiprhEUAPSw&oe=63BB66FC","Tuesday, August 10, 2021 at 10:34 AM","1628616842000","https://www.facebook.com/543362459038077/posts/6187557464618520",,"https://www.facebook.com/Localiza/posts/pfbid09CgsRNfU25weEvQ6K5yShCE312B28GhdSsEDatAUKLApxgVEQzkpmjvheizquuixl"
,"14","https://pt-br.facebook.com/Localiza/",,,,"true","1000",,"543362459038077","6186727914701475","26","A ilusão de ótica da Pedra do Telégrafo é realmente incrível! ⛰😱 Juntos do @prefiroviajar, fomos até Barra de Guaratiba e garantimos cliques desse lugar mágico, que fica a apenas 25 km da Barra da Tijuca, no #RioDeJaneiro. E, bem pertinho, aproveite também a trilha da Pedra da Tartaruga e a Praia do Perigoso, outros destinos que não podem faltar à sua próxima trip, quando você estiver se sentindo seguro. 🚗💚  #DoSeuLadoLocaliza","https://scontent-hou1-1.xx.fbcdn.net/v/t15.5256-10/231378378_228598919154388_492942347354459837_n.jpg?stp=dst-jpg_p403x403&_nc_cat=109&ccb=1-7&_nc_sid=08861d&_nc_ohc=rdUwbJKLkxoAX9WFs7S&_nc_ht=scontent-hou1-1.xx&oh=00_AfAK5RI07RVdEF7T2Lddkn8RbcU6hXRZqHSvs7rcVdKufQ&oe=63BB9AC3","Tuesday, August 10, 2021 at 7:17 AM","1628605062000","https://www.facebook.com/543362459038077/posts/6186727914701475",,"https://www.facebook.com/Localiza/posts/pfbid033WKp4d9nzwzhdSKgn7dPRyMWimpnKzCk5YVKVtptPnRFC8UtoYetN4dCQfyEVqgol"
,"2","https://pt-br.facebook.com/Localiza/",,,,"true","21",,"543362459038077","6183224905051776","2","Surf é sinônimo de liberdade e colaboração 🌊👊👊. Por isso, nossa prancha ganhou a ilustração que vocês escolheram. Através dela, o Bruno BR irá levar seus rabiscos pro mundo, colocar sua arte pra viajar e seguir novos caminhos 🏄‍♂️. Olha como o resultado ficou incrível! 🤩  E que rumo essa prancha vai tomar? Isso ainda está por vir. Fique ligado e acompanhe os próximos passos dessa história que você participou com a gente!  E não esqueça de chamar a galera que curte pegar uma o...nda pra acompanhar tudo por aqui 💚 #Localiza #WSL #AMelhorOndaéaPróxima #Surfe #EssaPranchaPodeSerSua ","https://scontent-hou1-1.xx.fbcdn.net/v/t15.5256-10/226474481_1173250166474729_5680462249023408096_n.jpg?stp=dst-jpg_p526x296&_nc_cat=103&ccb=1-7&_nc_sid=08861d&_nc_ohc=P0yX8lPBfpEAX9M3dW1&_nc_ht=scontent-hou1-1.xx&oh=00_AfBO7rTrwgcnvX-Apv-4imssjE_eTHEw0-5NdAR2JGwwyw&oe=63BBB586","Monday, August 9, 2021 at 2:29 PM","1628544580000","https://www.facebook.com/543362459038077/posts/6183224905051776",,"https://www.facebook.com/Localiza/posts/pfbid0tzb1satsGcgkpmMsKs9mHF5LmFR6N3tD6dFDEQFDXGX3kiDgh15fGRgdpWK2YMJ4l"
,"15","https://pt-br.facebook.com/Localiza/",,,,"true","529",,"543362459038077","6167836366590630","22","Tem pai de todos os jeitos e manias. Cada tipo tem sua forma de nos convidar pra explorar novos caminhos.💚 Pra onde seu pai já levou você nesse Brasilzão? Quais as suas melhores lembranças? Sair com ele por aí ou ficar em casa explorando jeitos alternativos de viver momentos inesquecíveis?  No #DiaDosPaisLocaliza, marque nos comentários aquele paizão que te inspira ou já te fez sentir que, pra vivermos momentos incríveis, basta a pessoa certa do nosso lado. 👨💚👨🏽💚👨🏼💚👴🏽  #DiaDosPais #AmordePai","https://scontent-atl3-2.xx.fbcdn.net/v/t15.5256-10/226607696_554602539309584_3811571889774371311_n.jpg?stp=dst-jpg_p526x296&_nc_cat=106&ccb=1-7&_nc_sid=08861d&_nc_ohc=iLIGN77-7UAAX-6zUhP&_nc_ht=scontent-atl3-2.xx&oh=00_AfB-iZZciqoQnEHgPRB1HpJzL3tvdGyn8LXOwEeuopaUIQ&oe=63BA2DF6","Friday, August 6, 2021 at 2:43 PM","1628286182000","https://www.facebook.com/543362459038077/posts/6167836366590630",,"https://www.facebook.com/Localiza/posts/pfbid02kFXMUcQDFxfecSqq1ywHBGGLsCCKjvwdRrMbYVVhyKyEGu4doKEguzXCRPuCk9a9l"
,"11","https://pt-br.facebook.com/Localiza/",,,,"true","38",,"543362459038077","6162645193776414","6","Barra do Piraí e Rio das Flores (RJ) têm paisagens de tirar o fôlego, como vimos no último episódio de #MelNaEstrada.  Agora, vamos mostrar o que você não viu. Mel Fronckowiak, conta pra gente: o certo é produção do café no Brasil ou produção de café no Brasil? 😂 Confira aqui no http://bit.ly/MakingOfCaféEp3 tudo o que rolou por trás das câmeras no último making of da #RotaDoCafé.  Vem que tá tão bom quanto aquele cafezinho. ☕😋 Quando chegar a hora, faça essa trip também. E n...ão se esqueça de ficar ligado aqui para curtir todas as novidades que estão chegando por aí. 💚  #MelNaEstradaComLocaliza #Brasil #RioDeJaneiro ","https://scontent-atl3-2.xx.fbcdn.net/v/t15.5256-10/219204505_555321848985963_6249956698257350836_n.jpg?stp=dst-jpg_p526x296&_nc_cat=100&ccb=1-7&_nc_sid=08861d&_nc_ohc=hBe3d_AZs3wAX-sOzA6&_nc_ht=scontent-atl3-2.xx&oh=00_AfBZ0B2YVr2jYzpm94ugtDxXWLoNAjp6TskeVlIhhy0f0A&oe=63BABFE4","Thursday, August 5, 2021 at 2:39 PM","1628199583000","https://www.facebook.com/543362459038077/posts/6162645193776414",,"https://www.facebook.com/Localiza/posts/pfbid0C8QCJKXEhnkKHtVk2DHeRGqiM98CZfoQYYF1PJ5AcMzEsubG8CEPsiXeaoYjUzMbl"
,"9","https://pt-br.facebook.com/Localiza/",,,,"true","72",,"543362459038077","6157318404309093","6","Existe vista melhor do que de dentro de uma onda? 🌊 Duvido! Essas e outras paisagens só o Surf pode proporcionar! É uma conexão única entre mar, prancha e você. 🌅💚  E continue por aqui para ficar por dentro do que vem por aí #Localiza #AMelhorOndaéaPróxima #Surfe #EssaPranchaPodeSerSua","https://scontent-atl3-2.xx.fbcdn.net/v/t15.5256-10/227959347_880919742632841_5777359200176751572_n.jpg?stp=dst-jpg_p526x296&_nc_cat=100&ccb=1-7&_nc_sid=08861d&_nc_ohc=YAI6ItSVYEsAX_nszRR&_nc_ht=scontent-atl3-2.xx&oh=00_AfBBaeDdsnLYfkdcWCST_tg-zLGzfdhb3gch7BUUQatkSw&oe=63BA1C4A","Wednesday, August 4, 2021 at 1:00 PM","1628107200000","https://www.facebook.com/543362459038077/posts/6157318404309093",,"https://www.facebook.com/Localiza/posts/pfbid0arZpkXAz8K2HCwQaeRtarqjNSft9rftkGZyivyzivhLZPSK79iERUzs87mWNgSQPl"
,"18","https://pt-br.facebook.com/Localiza/",,,,"true","1100",,"543362459038077","6152652094775724","23","“Conhecer melhor o Brasil faz a gente se conhecer também.” E foi assim o último episódio da #RotaDoCafé, junto da Mel Fronckowiak, por Barra do Piraí e Rio das Flores (RJ), regiões de fazendas e casarões, recheadas de história e sabores.  Durante todo o caminho, nosso #eletrocaminhograma, tecnologia que mede os batimentos cardíacos e emoções, capturou as mais belas paisagens, que fizeram o nosso coração acelerar. 💚💚💚 Então, prepare o seu cafezinho e dê o play http://bit.ly/EP...3RotaCafé para acompanhar o último episódio da websérie #MelNaEstrada.  E quando estiver se sentindo seguro, caia na estrada e viva também essa experiência 👊 Fique por aqui, siga nosso perfil e acompanhe todas as novidades! 😉 #MelNaEstradaComLocaliza #Brasil #RotadoCafé #RioDeJaneiro ","https://scontent-atl3-2.xx.fbcdn.net/v/t15.5256-10/228132785_254057786301341_2817216899254179176_n.jpg?stp=dst-jpg_p526x296&_nc_cat=107&ccb=1-7&_nc_sid=08861d&_nc_ohc=GctFEfHYZfgAX8DuCqf&_nc_ht=scontent-atl3-2.xx&oh=00_AfA46HQxn-HkXL7vEvtqcdzlcGcTigCpHD_rN8ZIdZOT7g&oe=63BB40FF","Tuesday, August 3, 2021 at 3:01 PM","1628028099000","https://www.facebook.com/543362459038077/posts/6152652094775724",,"https://www.facebook.com/Localiza/posts/pfbid02GBxx71wqviSnJNQHNyc4zoR1Hs8evi1v1VuFtnctpRK5uyaaMvip4QWsK7xsWMQMl"
,"9","https://pt-br.facebook.com/Localiza/",,,,"true","186",,"543362459038077","6150963338277933","7","É sempre difícil dizer tchau, mas, pra fechar nossa websérie favorita, não poderíamos ter visitado um lugar mais charmoso, com Mel Fronckowiak! 💚​ No terceiro episódio da #RotaDoCafé ,foi a vez de tomar aquele cafezinho fresco em #Vassouras, um destino repleto de história, para se conhecer de perto e fazer o coração bater mais forte, quando chegar a hora de pegar a estrada! 🚗☕ Continue nos acompanhando, que logo logo o novo episódio do #MelNaEstrada estará no ar!​ #MelNaEstradaComLocaliza","https://scontent-atl3-2.xx.fbcdn.net/v/t15.5256-10/224339143_1214634462342623_636723827575368548_n.jpg?stp=dst-jpg_p526x296&_nc_cat=100&ccb=1-7&_nc_sid=08861d&_nc_ohc=-QCAAJWJZI0AX_6c9cu&_nc_ht=scontent-atl3-2.xx&oh=00_AfC9MJSDcECP7HshQvo_J-Scidk4puIkfWXD6dJE6Tfw8g&oe=63BADF9D","Tuesday, August 3, 2021 at 7:23 AM","1628000625000","https://www.facebook.com/543362459038077/posts/6150963338277933",,"https://www.facebook.com/Localiza/posts/pfbid02bdT7cbUCFdKqPrNRbG8Nn32CtYwcqU1CryxdBstnFgomWHv8dxdy64Z9CcZxkQAol"
,"14","https://pt-br.facebook.com/Localiza/",,,,"true","33",,"543362459038077","6127809253926675","5","A jornada pela #RotadoCafé, na Serra do Baturité (CE), está imperdível 💚. Neste episódio de #MelNaEstrada, além de provarmos cafés deliciosíssimos ☕, com a Mel Fronckowiak, visitamos lindas paisagens  - fora as várias risadas que demos 😁. Confira mais sobre os bastidores da nossa ida ao Sítio Águas Finas: http://bit.ly/MakingOfCaféEp2 ​ Fique de olho para não perder nada, porque tem mais novidades chegando por aí 🤩.​ #MelNaEstradaComLocaliza #Brasil #RotadoCafé #Ceará","https://scontent-dfw5-1.xx.fbcdn.net/v/t15.5256-10/217992807_223677309640522_5318654746373126585_n.jpg?stp=dst-jpg_p526x296&_nc_cat=101&ccb=1-7&_nc_sid=08861d&_nc_ohc=uaVDacByvnIAX93lKzn&_nc_ht=scontent-dfw5-1.xx&oh=00_AfDr9yIuGIcl2pD-sH-Bc3nLsD_nYuqddYy08X9cadIphA&oe=63BA4A20","Thursday, July 29, 2021 at 1:45 PM","1627591526000","https://www.facebook.com/543362459038077/posts/6127809253926675",,"https://www.facebook.com/Localiza/posts/pfbid0221itQNBn548TUwoKuVHne1oueQ93cAgt2Vc7zWSgMvYaieaykPtWLa8mntgZw6csl"
